CaseID,Title,Location,City,State,Latitude,Longitude,CF,CI,Number of Enforcement Fatalities,Number of Enforcement Injured,Total Number of Fatalities,Total Number of Victims,Description,Date,Day of Week,Date - Detailed,Shooter Name,Number of shooters,Shooter Age(s),Average Shooter Age,Shooter Sex,Shooter Race,Type of Gun - Detailed,Type of Gun - General,Number of Shotguns,Number of Rifles,Number of Handguns,Total Number of Guns,Number of Automatic Guns,Number of Semi-Automatic Guns,Fate of Shooter at the scene,Fate of Shooter,Shooter's Cause of Death,School Related,Place Type,Relationship to Incident Location,Targeted Victim/s - Detailed,Targeted Victim/s - General,Possible Motive - Detailed,Possible Motive - General,History of Mental Illness - Detailed,History of Mental Illness - General
222,"Amnicola Training Center, Chattanooga","Chattanooga, Tennessee",Chattanooga,Tennessee,35.09318123,-85.23676751,4,2,0,1,5,7,"Four Marines were shot dead Thursday after a gunman brazenly opened fire on two  military facilities in Chattanooga, Tennessee. The shooter was also killed and three people including a police officer were injured.",7/16/15,Thursday,"Thursday, July 16, 2015",Muhammad Youssef Abdulazeez,1,24,24,Male,White American or European American,"AR-74 rifle, 9mm handgun",Multiple guns,0,1,1,2,Unknown,1,Deceased,Deceased,Killed,No,Military facility,None,Four Marines and three people including a police officer,Government,The FBI described him as a ?homegrown violent extremist? but has not determined his motive nor whether he was inspired or directed by foreign extremists such as the Islamic State.,Unknown,"The shooter had been in and out of treatment for his depression and frequently stopped taking his medication, despite his parents? pleas for him to continue.",Yes
223,Suwanee,"Suwanee, Georgia",Suwanee,Georgia,34.05057545,-84.06872262,3,1,0,0,4,4,A gunman killed his wife and her two young children inside a suburban Georgia home early Wednesday before fatally shooting himself.,7/22/15,Wednesday,"Wednesday, July 22, 2015",Matthew Kyle Fields,1,32,32,Male,White American or European American,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,"Shooter's wife, wife's father, and his 2 children",Family,"No motive for the murder-suicide has been released yet, but police say they were called to the home the night before on a domestic incident.",Domestic dispute,Unknown,Unknown
224,"Grand 16 Theatre, Louisiana","Lafayette, Louisiana",Lafayette,Louisiana,30.21233538,-92.0316453,2,9,0,0,3,11,"On July 23, 2015, a shooting occurred at The Grand 16 Theater movie theater in Lafayette, Louisiana. The shooter opened fire during a showing of the film Trainwreck, killing two people and injuring nine others before he committed suicide.",7/23/15,Thursday,"Thursday, July 23, 2015",John Russel Houser,1,59,59,Male,White American or European American,.40-caliber handgun,Handgun,0,0,1,1,0,1,Deceased,Deceased,Suicide,No,Entertainment venue,Place of recreation,General public at the theater,General public,"Police investigators are still trying to determine the motive. The shooter has anti-feminist views about women in the workplace and abortion in frequent appearances on a talk show. As details of the shooter's troubled history with the women in his life - including protective orders filed against him by both his daughter and estranged wife, and multiple television appearances filled with anti-women rhetoric - there has been increasing speculation that the man was, in many respects, a misogynist.
The shooter was also known to have suffered from mental health issues.",Gender,"His wife and relatives asked for a temporary protective order against the shooter in 2008. Court documents filed with the request for the protective order claimed that he ?exhibited extreme erratic behavior and has made ominous as well as disturbing statements.? 
He has a history of mental health issues, i.e., manic depression and/or bi-polar disorder.",Yes
225,"Houston, Texas","Houston, Texas",Houston,Texas,29.79705548,-95.36763856,8,0,0,0,8,8,A family of six children and two parents were handcuffed and fatally shot in the head at a Houston home by a man with a violent criminal history who had previously been in a relationship with the mother and had a dispute with her.,8/8/15,Saturday,"Saturday, August 8, 2015",David Ray Conley III,1,48,48,Male,Black American or African American,9mm handgun,Handgun,0,0,1,1,Unknown,Unknown,Custody,Custody,Not applicable,No,Residential home/Neighborhood,Place of residency,"The shooter's ex-girlfriend, her husband and six children, including his own son",Former domestic partner and her family,"The killer's motives appear to be related to a dispute with his former domestic partner. The shooter told police officials that he became irate when he arrived at the home and discovered the locks had been changed after moving out. When he noticed an unlocked window, he slipped inside and handcuffed his ex-girlfriend and her husband as well as their five children, including his son before shooting each of them in the head.",Domestic dispute,Unknown,Unknown
227,Virginia WDBJ live TV interview shooting,"Roanoke, Virginia",Roanoke,Virginia,37.27823366,-79.95816104,2,1,0,0,3,3,"Wednesday morning on August 26, 2015, a former employee of a Virginia TV news station waited until two of his former colleagues were live on air presenting a local tourism story at an outdoor shopping mall, then filmed himself raising a gun and shooting them both dead. A third victim survived the attack. He uploaded the videos to Twitter before committing suicide. 
",8/26/15,Wednesday,"Wednesday, August 26, 2015",Vester Lee Flanagan II,1,41,41,Male,Black American or African American,Glock 19 9mm pistol,Handgun,0,0,1,1,Unknown,Unknown,Deceased,Deceased,Suicide,No,Retail/Wholesale/Services facility,Place of business/employment,The shooter's two ex-coworker (a reporter and a cameraman),Colleague/Workmate/Business acquaintance,"A 23-page fax to the network arrived almost two hours after the shooting. In the message, according to ABC, the gunman said the Charleston, South Carolina, church shooting in June is what put him over the edge, but he wrote that his ""anger has been building steadily"" because of racial discrimination and sexual harassment he claims to have endured.  (Racial discrimination, supposed revenge for the Charleston church shooting, and Harassment) ",Multiple motives,Unknown,Unknown
228,"Bristol, Tennessee","Bristol, Tennessee",Bristol,Tennessee,36.55605824,-82.21429551,3,1,0,0,3,4,"The shooter shot and killed his mother, stepfather, and grandmother in a matter of seconds on Saturday night.",8/29/15,Saturday,"Saturday, August 29, 2015",Robert Seth Denton,1,19,19,Male,White American or European American,223 Rem [AR-15],Rifle,0,1,0,1,0,1,Custody,Custody,Not applicable,No,Residential home/Neighborhood,Place of residency,"The shooter's mother, stepfather, and grandmother",Family,"The attack appears to stem from the suspect?s long held hatred for his mother. The shooter has hated his mother for most of his life and he has made statements over the years that he wanted to kill her. The shooter wasn't aware of any animosity toward either the grandmother or stepfather, but he thought they would be a witness so he shot them.",Unknown,Unknown,Unknown
229,"Clearbrook (Greenwood), Minnesota","Clearbrook (Greenwood), Minnesota",Clearbrook,Minnesota,47.69618799,-95.42844094,4,0,0,0,5,4,"Five family members - two adults and three children - were found dead in a home on Thursday, September 10 in an apparent murder-suicide. The shooter, a nurse, founded the website AllNurses.com, which provides information and resources for and about the nursing profession.",9/10/15,Thursday,"Thursday, September 10, 2015",Brian Scott Short,1,45,45,Male,White American or European American,Shotgun,Shotgun,1,0,0,1,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Residential home/Neighborhood,The shooter's wife and three children,Family,"The shooter, a nurse who founded an online nursing website, had financial and mental health problems. The shooter revealed a family history of mental illness to his best friend.
Also, the shooter was facing a federal lawsuit filed by a New Jersey-based company.",Multiple motives,The shooter has a family history of mental illness.,Yes
230,"Platte, South Dakota","Platte, South Dakota",Platte,South Dakota,43.38682722,-98.84357239,5,0,0,0,6,5,"The six members of a South Dakota family found dead in the ruins of their burned home were fatally shot, with one death believed to be a suicide. All six members of the shooter's family died of shotgun wounds.",9/17/15,Thursday,"Thursday, September 17, 2015",Scott Westerhuis,1,41,41,Male,White American or European American,Shotgun,Shotgun,1,0,0,1,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Residential home/Neighborhood,"The shooter's wife and four children
The man shot his wife and four children last week and then set the family home near Platte ablaze before shooting himself.",Family,There is a financial issues surrounding a $4.3 million contract that the state Department of Education told the shooter and his company it would not renew the day before the fire.,Financial difficulties,Unknown,Unknown
231,Umpqua Community College,"Roseburg, Oregon",Roseburg,Oregon,43.22205555,-123.3522367,9,7,0,0,10,16,"On Monday of October 1, 2015, a gunman opened fire at a rural Oregon community college Thursday. 9 people were dead and seven wounded, three critically, before dying in a shootout with police. First, a shot came through the window and hit the teacher in the head  in a freshman writing class. The gunman then entered the Snyder Hall classroom and told people to get on the floor. He told people to stand up and state their religion before opening fire.",10/1/15,Thursday,"Thursday, October 1, 2015",Chris Harper Mercer,1,26,26,Male,Two or more races," 223 Rem [AR-15], 5 Handguns

Six weapons ( five pistols and one rifle) were found at the college. 
Seven firearms (two pistols, four rifles and a shotgun) are found in the gunman's residence.","
Multiple guns",0,1,5,6,Unknown,Unknown,Deceased,Deceased,Suicide,Yes,College/University/Adult education,Place of schooling,"Students and teacher
The shooter was a student at Umpqua and was enrolled in the class where he opened fire.",Students/Classmates/Teacher,"The gunman handed out hate-filled papers & thumb drive before opening fire. He appeared to be obsessed with Satan, and even wrote the number 666 on a sheet of papers that he handed to a victim on Thursday.
Religion may have been a motivating factor. The gunman asked about people's religion before opening fire.
There are a number of indications that the gunman had mental health or behavioral issues (his anger and depression). 
His social media profile indicates a fascination with mass shooters.",Unknown,"According to law enforcement sources, the shooter was described as a ""hate-filled? individual, with anti-religion and white supremacist leanings who has long struggled with mental health issues.",Unknown
232,Northern Arizona University at Flagstaff Campus,"Flagstaff, Arizona",Flagstaff,Arizona,35.1725658,-111.6585435,1,3,0,0,1,4,"On Friday of October 9, 2015, one person is dead and three are wounded after an early morning shooting on Northern Arizona University's campus. An overnight confrontation between two groups of students escalated into gunfire. The shooter is a freshman of Northern Arizona University.",10/9/15,Friday,"Friday, October 9, 2015",Steven Jones,1,18,18,Male,White American or European American,.40 caliber handgun,Handgun,0,0,1,1,Unknown,Unknown,Custody,Custody,Not applicable,Yes,College/University/Adult education,Place of schooling,Four students,Students/Classmates/Teacher,The shooter was kicked out of a frat party. He came back with some friends and started to fight with the victims. Mountain View Hall Delta Chi Frat involved. The cause of the altercation that led to the shooting is not revealed yet.,Unknown,Unknown,Unknown
233,"King, North Carolina","King, North Carolina",King,North Carolina,36.27617912,-80.35501402,3,0,0,0,4,3,"A Couple and their sons were found shot to death in their mobile home on Wednesday, February 4. 2015. All four family members were found shot in the head. The shooter shot his wife and two boys before killing himself.",2/4/15,Wednesday,"Wednesday, February 4, 2015",Coleton Tarpley,1,35,35,Male,White American or European American,Ruger SR9 9mm,Handgun,0,0,1,1,0,1,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,The shooter's wife and two young sons,Family,"There was strife within the marriage, with the couple separating last spring, setting off a custody dispute. A week before the incident, the couple had gotten back together in the summer to try to work things out with counseling. Things seemed to have improved for a while, but her family heard more troubling accounts of the relationship in the weeks leading up to the deaths. ",Domestic dispute,Unknown,Unknown
235,"Colerain Township, Ohio","Colerain Township, Ohio",Township of Colerain,Ohio,39.253268,-84.599655,2,1,0,0,2,3,"A man killed his two teenage sisters and injured another teen in Colerain Township, Ohio, in the early hours of Tuesday, Oct. 21, 2015.",10/21/15,Wednesday,"Wednesday, October 21, 2015",Matthew Hayden,1,21,21,Male,White American or European American,Beretta 9mm handgun,Handgun,0,0,1,1,Unknown,Unknown,Custody,Custody,Not applicable,No,Residential home/Neighborhood,Place of residency,The shooter's two teenage sisters and their friend,Family,Investigators believe a domestic dispute led to the shooting.,Domestic dispute,Unknown,Unknown
236,Colorado Springs,"Colorado Springs, Colorado",Colorado Springs,Colorado,38.86730659,-104.7572279,3,0,0,0,4,3,"In the morning of October 31, 2015, three victims were shot and killed on the streets and sidewalks of the neighborhood.The gunman died in a shootout with police. A witness described he was walking in the street with two guns, walking calmly. The shooter killed a bicyclist and two women at a nearby location.",10/31/15,Saturday,"Saturday, October 31, 2015",Noah Jacob Harpham,1,33,33,Male,White American or European American,"AR-15 rifle, a .357 caliber revolver, and a 9mm semi-automatic pistol",Multiple guns,0,1,2,3,Unknown,1,Deceased,Deceased,Killed,No,Street/Highway,None,"A bicyclist in the streets of Colorado Springs and two women at a nearby location.
The shooting was apparently random.",General public,"A motive for the attack remained unknown. Police have looked into a blog post shared by the man before the shooting, but it offered no clues about the man's motives. The shooter instead expressed displeasure with his father, saying he had fallen under the sway of a preacher whose controversial church emphasizes signs of God's miracles and supernatural healing. Harpham struggled with alcoholism.
",Unknown,"The shooter struggled with alcoholism, which his mother chronicled extensively in her book ""He struggled with alcohol and drug addiction in a 2013"", and the shooter wrote of being in Alcoholics Anonymous and being sober since December 2013. He met with an Alcoholics Anonymous sponsor regularly.",Unknown
237,"Oakland, Maine","Oakland, Maine",Oakland,Maine,44.54994725,-69.70782299,3,0,0,0,4,3,"A gunman shot his girlfriend,  his girlfriend's sister and her boyfriend to death in a Central Maine apartment building, leaving a young girl unharmed on the first floor before turning the weapon on himself. They all shared the brown clapboard home, which was divided into two apartments. The gunman and his girlfriend lived in the upstairs room of the apartment while the two other victims (his girlfriend's sister and her boyfriend) lived in the downstairs with their 3 year old daughter. All three victims were found on first floor.",11/4/15,Wednesday,"Thursday, November 5, 2015",Herman Derico,1,42,42,Male,Unknown,9 millimeter handgun,Handgun,0,0,1,1,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,"The shooter's girlfriend, girlfriend's sister, and sister's boyfriend",Romantic partner and Family,"A neighbor said he could hear an altercation (a scuffle and two loud bangs). According to a neighbors the shooter did not appear to have a job, and spent much of his time sitting on the front steps, drinking. Investigators are still trying to determine a motive.",Unknown,Unknown,Unknown
238,"Inglis, Florida","Inglis, Florida",Inglis,Florida,29.03270634,-82.65919302,2,1,0,0,3,3,"A man 57-year-old man shot and killed his wife, injured her boyfriend, and killed a Good Samaritan 68-year-old man as he rushed to protect children who were playing near the town hall before taking his life. The shooter's couple had been married for 35 years when they separated, and the shooter's wife had left her husband for her new boyfriend.",10/1/15,Thursday,"Thursday, October 1, 2015",Walter A. Tyson,1,57,57,Male,White American or European American,2 guns,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,"The shooter's wife, her boyfriend, and bystander who ran to help",Family,"The shooter was heartbroken that his wife of 35 years left him. According to the shooter's daughter, he had no idea she was having an affair and pleaded with his wife to return home.",Terminated/Denied/Reprimanded,Unknown,Unknown
239,"Waycross, GA","Waycross, Georgia",Waycross,Georgia,31.21094544,-82.35793452,1,2,0,0,1,3,"On Saturday of November 7, 2015,a pregnant mother of two was killed in a violent rampage early Saturday along with her unborn child. Both of her toddlers were also shot. The shooter is the father of one of the small children.",11/7/15,Saturday,"Saturday, November 7, 2015",Clinton Lee Davis Jr.,1,30,30,Male,Black American or African American,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Escaped,Custody,Not applicable,No,Residential home/Neighborhood,Place of residency,"The shooter's 24-year-old pregnant girlfriend and two children, ages one and three. The shooter is the father of one of the small children.",Romantic partner and Family,Unknown,Unknown,The shooter is a US Army veteran who suffered from post-traumatic stress disorder (PTSD). He experienced mental issues and left the Army after he witnessed someone get killed.,Yes
240,"Jacksonville, Florida","Jacksonville, Florida",Jacksonville,Florida,30.33216122,-81.67576993,3,1,0,0,4,4,"On Friday of November 13, 2015,The former military member walked into his Northside, Florida, home and shot his girlfriend, their twin babies, and girlfriend's father before shooting himself. The shooter had a history of domestic violence.",11/13/15,Friday,"Friday, November 13, 2015",Gawain Rushane Wilson,1,28,28,Male,Black American or African American,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,"The shooter's girlfriend, their twin daughters, and girlfriend's father",Family,"Two women filed for injunctions for protection against the shooter in 2013 and 2014, according to court records. One was for ?dating violence? and the other was for ?domestic violence without children.? In 2013 he was arrested for strangulation, for which he served two days in jail. Then nearly seven months after that arrest, a woman filed an injunction for protection against the shooter for repeated dating violence. According to the shooter's ex-girlfriend, his behavior grew more erratic, controlling and insecure. She said he would yell, break things, and demand intimacy, which she could never refuse.",Domestic dispute,Unknown,Unknown
241,"Tennessee Colony, Texas","Tennessee Colony, Texas",Tennessee Colony,Texas,31.8076,-95.8069,6,0,0,0,6,6,"On Sunday of November 15, 2015, six people are dead after a weekend homicide at a private campsite. The bodies of a man and woman were found in a travel trailer. The bodies of four males, who were initially considered missing, were later recovered about 1:15 p.m. Monday in a pond on the suspect's residence. ",11/15/15,Sunday,"Sunday, November 15, 2015",William Mitchell Hudson,1,33,33,Male,White American or European American,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Custody,Custody,Not applicable,No,Park/Wildness,Place of recreation,"The shooter was not related to any of the victims. He lived on a large property located next to the land owned by two of victims. The shooter's family reportedly owned the property that was purchased recently by two of victims before it was sold to them. The sheriff said they likely bought the land for camping.
The shooter was drinking with the group Saturday when he accompanied four of them into surrounding woods. One of victim's family heard gunshots before the man returned alone to the campsite, chased her husband and daughter into a travel camper and shot them.",None,Unknown,Unknown,"A former classmate of the shooter told that she knows the man as being violent and verbally abusive. He became more violent after his father died of cancer in December. He started drinking heavily after that, and anger just progressed and got worse.",Unknown
242,"Columbus, Ohio","Columbus, Ohio",Columbus,Ohio,39.98861445,-82.98904135,3,1,0,0,4,4,"On Monday of November 23, 2015, three of four members of a family were shot and killed and a 12-year-old girl wounded at their home. The suspect died after being shot by police. The shooter was a once friendly neighbor of the victims.",11/23/15,Monday,"Monday, November 23, 2015",Barry Kirk,1,50,50,Male,White American or European American,Handgun,Handgun,0,0,1,1,Unknown,Unknown,Deceased,Deceased,Killed,No,Residential home/Neighborhood,Place of residency,"The shooter's neighbor family
The shooter was a once friendly neighbor.",Social,"The shooter and one of the victims fell apart over some kind of argument in the past couple of months. 
The shooter served eight months in prison in the 1980s on a vandalism charge out of Cuyahoga County, state records show. He also was cited numerous times for traffic violations, pleaded guilty in 2009 to a case of telephone harassment, and had 2004 charges of assault and domestic violence dismissed, records show.",Unknown,Unknown,Unknown
244,"Colorado Springs, Colorado","Colorado Springs, Colorado",Colorado Springs,Colorado,38.86730659,-104.7572279,3,9,0,0,3,12,"On Friday of November 27, 2015, the shooter opened fire inside a Planned Parenthood clinic in Colorado Springs. Three people were killed and nine others were hurt. The shooter surrendered to officers after a five-hour ordeal Friday in which he fired randomly at people in the clinic and roamed the halls shooting through walls with an assault-style rifle.",11/27/15,Friday,"Friday, November 27, 2015",Robert Lewis Dear,1,57,57,Male,White American or European American,7.62 [AK-47] Rifle,Rifle,0,1,0,1,Unknown,Unknown,Custody,Custody,Not applicable,No,Medical/Care,None,"Three people, including a police officer were killed in the shooting and nine others, including five police officers, were injured.  Two civilians were also killed.",General public,"The suspect talked about politics and abortion. The shooter said ""no more baby parts"" in reference to Planned Parenthood. Anti-abortion (Political/Religious ideals). The shooter's courtroom outburst backed up his previous claims indicating the attack was motivated by anti-abortion beliefs.  This shooting marks the ninth murder by anti-abortion activists since 1977.",Political/Religious ideals,Unknown,Unknown
246,"Omaha, Nebraska","Omaha, Nebraska",Omaha,Nebraska,41.3138,-96.0814,2,3,0,0,2,5,A woman and her two year old daughter were shot and killed Sunday 12/06/2015. Three other women are still fighting for their lives following the shooting.  The suspect turned himself into police on Tuesday morning.,12/6/15,Sunday,"Sunday, December 6, 2015",Dontevous Loyd,1,23,23,Male,Black American or African American,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Escaped,Custody,Not applicable,No,Residential home/Neighborhood,Place of residency,"The shooter's girlfriend, her 2-year-old daughter, and three friends of his girlfriend",Romantic partner,"A motive for the shooting was unclear, but neighbors heard the man and his girlfriend arguing loudly outside.",Unknown,Unknown,Unknown
247,"Chesapeake, Virginia","Chesapeake, Virginia",Chesapeake,Virginia,36.7921,-76.3293,5,0,0,0,6,5,"A Virginia man shot his brother dead in their family home, then killed four other relatives in a nearby house before turning the gun on himself Wednesday. He killed his brother in their house around 3:35 p.m. He then went to the house belonging to his grandmother and murdered more relatives ? father, mother, sister, and an unidentified female.",1/27/16,Wednesday,"Wednesday, January 27, 2016",Cameron Dooley,1,26,26,Male,White American or European American,A handgun,Handgun,0,0,1,1,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,"Shooter's father, mother, brother, sister, and grandmother",Family,"The family believes the trigger that pushed this mental break was about the man being forced to move out of grandmother's home. The man had been helping to take care of the 74-year-old grandmother, but as her health declined, the family was moving her to North Carolina. They had a family meeting to tell the man that Monday night. Family members tell us that's when and why they believe the man snapped. They knew he would not be happy about the move back to his father's house.  Police aren't sure of a motive yet.",Unknown,The shooter had always struggled with emotional and mental issues and he was in and out of doctors? offices and the hospital his entire life according to his family member.,Yes
248,"Orlando, Florida","Orlando, Florida",Orlando,Florida,28.4541,-81.4646,2,10,0,0,2,12,Two people were killed and several others were hurt in a mass shooting inside an Orlando nightclub early Sunday morning.,2/7/16,Sunday,"Sunday, February 7, 2016",Jose Jaime Brull Lopez,1,23,23,Male,Some other race,9mm handgun,Handgun,0,0,1,1,Unknown,Unknown,Custody,Custody,Not applicable,No,Entertainment venue,Place of recreation,"The shooting was not random. It started as a fight between two groups, and the two men who died were on opposite sides of the altercation. The rest of wounded people were  on opposite sides of the altercation and innocent bystanders.",General public,"The shooting started as a fight between two groups, and the two men who died were on opposite sides of the altercation. The rest of wounded people were innocent bystanders.",Social dispute,Unknown,Unknown
249,"Iuka, Mississippi","Iuka, Mississippi",Iuka,Mississippi,34.7404,-88.1383,0,0,1,3,2,4,"Law enforcement officers in northeastern Mississippi stormed a house Saturday after an hours-long standoff with a gunman holed up inside, leading to a shootout that left one officer dead and three others wounded.The standoff started Friday afternoon when authorities responded to a domestic dispute call at the home near Iuka. But the man, holed up in his home with his wife and 10-year-old daughter, refused to come out, sparking the standoff with officers outside. The man suspected of firing on the officers was also killed.",2/20/16,Saturday,"Saturday, February 20, 2016",Charles Lambert,1,45,45,Male,White American or European American,High-powered rifle,Rifle,0,1,0,1,Unknown,Unknown,Deceased,Deceased,Killed,No,Residential home/Neighborhood,Place of residency,"A man holed up in his home with his wife and 10-year-old daughter. The woman and child were rescued. Multiple police agencies remained on the scene, and a Mississippi Bureau of Narcotics agent was killed, three Mississippi Highway Patrol SWAT officers were injured.",Government,The incident began Friday evening with a domestic dispute call.,Domestic dispute,Unknown,Unknown
250,"Kalamazoo, Michigan","Kalamazoo, Michigan",Kalamazoo,Michigan,42.2354,-85.676,6,2,0,0,6,8,"On Saturday evening of February 20, 2016, the gunman shot eight people in three different parts of the county. For nearly five hours Saturday, the shooter drove from one target to another, gunning down victims at random. And in between the shootings, he apparently picked up passengers for Uber.",2/20/16,Saturday,"Saturday, February 20, 2016",Jason Brian Dalton,1,45,45,Male,White American or European American,9 mm handgun,Handgun,0,0,1,1,0,1,Custody,,Not applicable,No,"Residential home/Neighborhood,
Retail/ Wholesale/Services facility",None,"He shot a woman in front of her children at an apartment complex parking lot. The woman was struck multiple times but is expected to survive. Four hours later, the gunman killed a father and son at a car dealership. Minutes afterward, he drove to a Cracker Barrel restaurant and opened fire in the parking lot, killing four women and wounding a 14-year-old girl.",General public,Unknown,Unknown,Unknown,Unknown
251,"Glendale, Arizona","Glendale, Arizona",Glendale,Arizona,33.5927,-112.163,4,0,0,0,5,4,"Five family members are dead after the son opened fire at their house on Tuesday morning. The shooter killed his father, his mother, his 18-year-old sister, and his 6-year-old sister. Police fatally shot the  shooter after a confrontation inside the home.",2/23/16,Tuesday,"Tuesday, February 23, 2016",Alex Buckner,1,26,26,Male,Two or more races,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Deceased,Deceased,Not applicable,Killed,Residential home/Neighborhood,Place of residency,The shooter's parents and two sisters,Family,There had been some indications of drug use that they had moved out of state. There was drug abuse alleged or even some treatment that it was alleged in Oklahoma where the family had resided,Unknown,"Family members say Buckner had been diagnosed with schizophrenia and would frequently talk to himself, set fires in the garage and yell at other family members.",Yes
252,"Hesston, Kansas","Hesston, Kansas",Hesston,Kansas,38.1368,-97.4268,3,14,0,0,4,17,"On Friday, 90 minutes after receiving a court order over domestic violence, the man returned to the factory for the shooting spree.The man who wounded three people before storming into the central Kansas the lawn mower factory where he worked and shooting 14 others, killing three of them, had just been served a protection from abuse order that likely triggered the attack. Police say they believe the man fired at random while he was returning to his workplace.",2/25/16,Thursday,"Thursday, February 25, 2016",Cedric Larry Ford,1,38,38,Male,Black American or African American,A .223-caliber assault-style rifle and semi-automatic pistol,Multiple guns,0,1,1,2,Unknown,1,Killed,Deceased,Not applicable,No,Company/Factory/Office,Place of business/employment,"He fired randomly at coworkers. Three people were killed and fourteen others were wounded, and at least five of those victims are in critical condition. ",Colleague/Workmate/Business acquaintance,"The shooter had been served a protection from abuse order earlier Thursday at the factory, which may have triggered the bloodshed. He left the factory after being served but began shooting about 90 minutes later.",Unknown,Unknown,Unknown
253,"Belfair, Washington","Belfair, Washington",Belfair,Washington,47.5033,-122.931,4,0,0,0,5,4,"At around 9am on Friday morning, a man phoned an officer with the Mason County Sheriff's Office to say that he had shot his family and was going to kill himself next. The man was flushed out of his house when the SWAT team fired tear gas inside. He walked outside and shot himself in front of the officers who were gathered in front of the property. The shooter killed his wife, her two teenage sons and a neighbor.",2/26/16,Friday,"Friday, February 26, 2016",David Wayne Campbell,1,51,51,Male,White American or European American,A handgun,Handgun,0,0,1,1,Unknown,Unknown,Deceased,Deceased,Suicide,No,Residential home/Neighborhood,Place of residency,"The shooter killed his wife, her two teenage sons and a neighbor.",Family,"A neighbor said the man had recently been hospitalized for unknown reasons, and that he was taking a lot of medication after he was discharged.",Unknown,Unknown,Unknown
254,"Woodbridge, Virginia","Woodbridge,  Virginia",Woodbridge,Virginia,38.6697,-77.3524,1,0,1,2,2,4,"On Saturday of February 27th, three officers arrived to investigate a domestic dispute call, the shooter fired a rifle from the front door of his home, striking all three. Inside the house, police found his wife dead in a bedroom.",2/27/16,Saturday,"Saturday, February 27, 2016",Ronald Hamilton,1,32,32,Male,Black American or African American,A rifle.,Rifle,0,1,0,1,Unknown,Unknown,Custody,Custody,Not applicable,No,Residential home/Neighborhood,Place of residency,The shooter's wife and three police officers,"Family, Government","The officers arrived at the shooter's home in reference to a domestic dispute. The shooter and his wife had been arguing all day Saturday, but it escalated after she called 911.",Domestic dispute,Unknown,Unknown
255,"Chelsea, Massachusetts","Chelsea, Massachusetts",Chelsea,Massachusetts,42.391764,-71.032828,1,6,0,0,1,7,"The shooting happened early Sunday morning during a party in a vacant apartment. The shooter pened fire with one gun at a party of about 50 people in an vacant, three-room apartment. A 19-year-old Chelsea resident was was killed in a shooting that wounded five other teens and a 22-year-old.",3/6/16,Sunday,"Sunday, March 6, 2016",Emanuel Marrero,1,16,16,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Custody,Custody,Not applicable,No,Residential home/Neighborhood,Place of recreation,"19-year-old male killed. The surviving shooting victims were three males, ages 15, 18, and 22, and three females, ages 15, 17, and 18. Six other people, including the suspect's step-brother, were taken to the hospital with gunshot injuries not considered life-threatening.",Unknown,"Prosecutors didn’t reveal a motive in court. Kyes said the case is still under investigation, but he added the shooting was not gang-related.",Unknown,Unknown,Unknown
256,"Kansas City, Kansas","Kansas City, Kansas",Kansas City,Kansas,39.114053,-94.627464,5,0,0,0,5,5,"Four people were found dead Monday night in a home in Kansas City, Kansas. A fifth man was shot to death Tuesday in Missouri. The shooter lives in a house next door to the home where four people were found shot Monday night. The shooter and the neighbors are all familiar with each other.",3/7/16,Monday,"Monday, March 7, 2016",Pablo Antonio Serrano-Vitorino,1,40,40,Male,Some other race,7.62 [AK-47],Rifle,0,1,0,1,Unknown,Unknown,Custody,Custody,Not applicable,No,Residential home/Neighborhood,Place of residency,One of the men killed in Kansas City lived in the home where the victims were found and next to the shooter's house. The other three were friends who live in the same neighborhood. Also a man who lived in Missouri where the shooter's car was found was killed.,Social,The shooter was charged with domestic battery in June 2015 and was held in the Wyandotte County jail. He was also previously deported for being in the country illegally.,Unknown,Unknown,Unknown
